Date,Price
09/05/2024,"18,686.60"
08/05/2024,"18,498.38"
07/05/2024,"18,430.05"
06/05/2024,"18,175.21"
03/05/2024,"17,993.69"
02/05/2024,"17,896.50"
30/04/2024,"17,932.17"
29/04/2024,"18,118.32"
26/04/2024,"18,161.01"
25/04/2024,"17,917.28"
24/04/2024,"18,088.70"
23/04/2024,"18,137.65"
22/04/2024,"17,860.80"
19/04/2024,"17,737.36"
18/04/2024,"17,837.40"
17/04/2024,"17,770.02"
16/04/2024,"17,766.23"
15/04/2024,"18,026.58"
12/04/2024,"17,930.32"
11/04/2024,"17,954.48"
10/04/2024,"18,097.30"
09/04/2024,"18,076.69"
08/04/2024,"18,318.97"
05/04/2024,"18,175.04"
04/04/2024,"18,403.13"
03/04/2024,"18,367.72"
02/04/2024,"18,283.13"
28/03/2024,"18,492.49"
27/03/2024,"18,477.09"
26/03/2024,"18,384.35"
25/03/2024,"18,261.31"
22/03/2024,"18,205.94"
21/03/2024,"18,179.25"
20/03/2024,"18,015.13"
19/03/2024,"17,987.49"
18/03/2024,"17,932.68"
15/03/2024,"17,936.65"
14/03/2024,"17,942.04"
13/03/2024,"17,961.38"
12/03/2024,"17,965.11"
11/03/2024,"17,746.27"
08/03/2024,"17,814.51"
07/03/2024,"17,842.85"
06/03/2024,"17,716.71"
05/03/2024,"17,698.40"
04/03/2024,"17,716.17"
01/03/2024,"17,735.07"
29/02/2024,"17,678.19"
28/02/2024,"17,601.22"
27/02/2024,"17,556.49"
26/02/2024,"17,423.23"
23/02/2024,"17,419.33"
22/02/2024,"17,370.45"
21/02/2024,"17,118.12"
20/02/2024,"17,068.43"
19/02/2024,"17,092.26"
16/02/2024,"17,117.44"
15/02/2024,"17,046.69"
14/02/2024,"16,945.48"
13/02/2024,"16,880.83"
12/02/2024,"17,037.35"
09/02/2024,"16,926.50"
08/02/2024,"16,963.83"
07/02/2024,"16,921.96"
06/02/2024,"17,033.24"
05/02/2024,"16,904.06"
02/02/2024,"16,918.21"
01/02/2024,"16,859.04"
31/01/2024,"16,903.76"
30/01/2024,"16,972.34"
29/01/2024,"16,941.71"
26/01/2024,"16,961.39"
25/01/2024,"16,906.92"
24/01/2024,"16,889.92"
23/01/2024,"16,627.09"
22/01/2024,"16,683.36"
19/01/2024,"16,555.13"
18/01/2024,"16,567.35"
17/01/2024,"16,431.69"
16/01/2024,"16,571.68"
15/01/2024,"16,622.22"
12/01/2024,"16,704.56"
11/01/2024,"16,547.03"
10/01/2024,"16,689.81"
09/01/2024,"16,688.36"
08/01/2024,"16,716.47"
05/01/2024,"16,594.21"
04/01/2024,"16,617.29"
03/01/2024,"16,538.39"
02/01/2024,"16,769.36"
29/12/2023,"16,751.64"
28/12/2023,"16,701.55"
27/12/2023,"16,742.07"
22/12/2023,"16,706.18"
21/12/2023,"16,687.42"
20/12/2023,"16,733.05"
19/12/2023,"16,744.41"
18/12/2023,"16,650.55"
15/12/2023,"16,751.44"
14/12/2023,"16,752.23"
13/12/2023,"16,766.05"
12/12/2023,"16,791.74"
11/12/2023,"16,794.43"
08/12/2023,"16,759.22"
07/12/2023,"16,628.99"
06/12/2023,"16,656.44"
05/12/2023,"16,533.11"
04/12/2023,"16,404.76"
01/12/2023,"16,397.52"
30/11/2023,"16,215.43"
29/11/2023,"16,166.45"
28/11/2023,"15,992.67"
27/11/2023,"15,966.37"
24/11/2023,"16,029.49"
23/11/2023,"15,994.73"
22/11/2023,"15,957.82"
21/11/2023,"15,900.53"
20/11/2023,"15,901.33"
17/11/2023,"15,919.16"
16/11/2023,"15,786.61"
15/11/2023,"15,748.17"
14/11/2023,"15,614.43"
13/11/2023,"15,345.00"
10/11/2023,"15,234.39"
09/11/2023,"15,352.54"
08/11/2023,"15,229.60"
07/11/2023,"15,152.64"
06/11/2023,"15,135.97"
03/11/2023,"15,189.25"
02/11/2023,"15,143.60"
01/11/2023,"14,923.27"
31/10/2023,"14,810.34"
30/10/2023,"14,716.54"
27/10/2023,"14,687.41"
26/10/2023,"14,731.05"
25/10/2023,"14,892.18"
24/10/2023,"14,879.94"
23/10/2023,"14,800.72"
20/10/2023,"14,798.47"
19/10/2023,"15,045.23"
18/10/2023,"15,094.91"
17/10/2023,"15,251.69"
16/10/2023,"15,237.99"
13/10/2023,"15,186.66"
12/10/2023,"15,425.03"
11/10/2023,"15,460.01"
10/10/2023,"15,423.52"
09/10/2023,"15,128.11"
06/10/2023,"15,229.77"
05/10/2023,"15,070.22"
04/10/2023,"15,099.92"
03/10/2023,"15,085.21"
02/10/2023,"15,247.21"
29/09/2023,"15,386.58"
28/09/2023,"15,323.50"
27/09/2023,"15,217.45"
26/09/2023,"15,255.87"
25/09/2023,"15,405.49"
22/09/2023,"15,557.29"
21/09/2023,"15,571.86"
20/09/2023,"15,781.59"
19/09/2023,"15,664.48"
18/09/2023,"15,727.12"
15/09/2023,"15,893.53"
14/09/2023,"15,805.29"
13/09/2023,"15,654.03"
12/09/2023,"15,715.53"
11/09/2023,"15,800.99"
08/09/2023,"15,744.75"
07/09/2023,"15,718.66"
06/09/2023,"15,741.37"
05/09/2023,"15,771.71"
04/09/2023,"15,824.85"
01/09/2023,"15,840.34"
31/08/2023,"15,947.08"
30/08/2023,"15,891.93"
29/08/2023,"15,930.88"
28/08/2023,"15,792.61"
25/08/2023,"15,631.82"
24/08/2023,"15,621.49"
23/08/2023,"15,728.41"
22/08/2023,"15,705.62"
21/08/2023,"15,603.28"
18/08/2023,"15,574.26"
17/08/2023,"15,676.90"
16/08/2023,"15,789.45"
15/08/2023,"15,767.28"
14/08/2023,"15,904.25"
11/08/2023,"15,832.17"
10/08/2023,"15,996.52"
09/08/2023,"15,852.58"
08/08/2023,"15,774.93"
07/08/2023,"15,950.76"
04/08/2023,"15,951.86"
03/08/2023,"15,893.38"
02/08/2023,"16,020.02"
01/08/2023,"16,240.40"
31/07/2023,"16,446.83"
28/07/2023,"16,469.75"
27/07/2023,"16,406.03"
26/07/2023,"16,131.46"
25/07/2023,"16,211.59"
24/07/2023,"16,190.95"
21/07/2023,"16,177.22"
20/07/2023,"16,204.22"
19/07/2023,"16,108.93"
18/07/2023,"16,125.49"
17/07/2023,"16,068.65"
14/07/2023,"16,105.07"
13/07/2023,"16,141.03"
12/07/2023,"16,023.00"
11/07/2023,"15,790.34"
10/07/2023,"15,673.16"
07/07/2023,"15,603.40"
06/07/2023,"15,528.54"
05/07/2023,"15,937.58"
04/07/2023,"16,039.17"
03/07/2023,"16,081.04"
30/06/2023,"16,147.90"
29/06/2023,"15,946.72"
28/06/2023,"15,949.00"
27/06/2023,"15,846.86"
26/06/2023,"15,813.06"
23/06/2023,"15,829.94"
22/06/2023,"15,988.16"
21/06/2023,"16,023.13"
20/06/2023,"16,111.32"
19/06/2023,"16,201.20"
16/06/2023,"16,357.63"
15/06/2023,"16,290.12"
14/06/2023,"16,310.79"
13/06/2023,"16,230.68"
12/06/2023,"16,097.87"
09/06/2023,"15,949.84"
08/06/2023,"15,989.96"
07/06/2023,"15,960.56"
06/06/2023,"15,992.44"
05/06/2023,"15,963.89"
02/06/2023,"16,051.23"
01/06/2023,"15,853.66"
31/05/2023,"15,664.02"
30/05/2023,"15,908.91"
29/05/2023,"15,952.73"
26/05/2023,"15,983.97"
25/05/2023,"15,793.80"
24/05/2023,"15,842.13"
23/05/2023,"16,152.86"
22/05/2023,"16,223.99"
19/05/2023,"16,275.38"
18/05/2023,"16,163.36"
17/05/2023,"15,951.30"
16/05/2023,"15,897.93"
15/05/2023,"15,917.24"
12/05/2023,"15,913.82"
11/05/2023,"15,834.91"
10/05/2023,"15,896.23"
09/05/2023,"15,955.48"
08/05/2023,"15,952.83"
05/05/2023,"15,961.02"
04/05/2023,"15,734.24"
03/05/2023,"15,815.06"
02/05/2023,"15,726.94"
28/04/2023,"15,922.38"
27/04/2023,"15,800.45"
26/04/2023,"15,795.73"
25/04/2023,"15,872.13"
24/04/2023,"15,863.95"
21/04/2023,"15,881.66"
20/04/2023,"15,795.97"
19/04/2023,"15,895.20"
18/04/2023,"15,882.67"
17/04/2023,"15,789.53"
14/04/2023,"15,807.50"
13/04/2023,"15,729.46"
12/04/2023,"15,703.60"
11/04/2023,"15,655.17"
06/04/2023,"15,597.89"
05/04/2023,"15,520.17"
04/04/2023,"15,603.47"
03/04/2023,"15,580.92"
31/03/2023,"15,628.84"
30/03/2023,"15,522.40"
29/03/2023,"15,328.78"
28/03/2023,"15,142.02"
27/03/2023,"15,127.68"
24/03/2023,"14,957.23"
23/03/2023,"15,210.39"
22/03/2023,"15,216.19"
21/03/2023,"15,195.34"
20/03/2023,"14,933.38"
17/03/2023,"14,768.20"
16/03/2023,"14,967.10"
15/03/2023,"14,735.26"
14/03/2023,"15,232.83"
13/03/2023,"14,959.47"
10/03/2023,"15,427.97"
09/03/2023,"15,633.21"
08/03/2023,"15,631.87"
07/03/2023,"15,559.53"
06/03/2023,"15,653.58"
03/03/2023,"15,578.39"
02/03/2023,"15,327.64"
01/03/2023,"15,305.02"
28/02/2023,"15,365.14"
27/02/2023,"15,381.43"
24/02/2023,"15,209.74"
23/02/2023,"15,475.69"
22/02/2023,"15,399.89"
21/02/2023,"15,397.62"
20/02/2023,"15,477.55"
17/02/2023,"15,482.00"
16/02/2023,"15,533.64"
15/02/2023,"15,506.34"
14/02/2023,"15,380.56"
13/02/2023,"15,397.34"
10/02/2023,"15,307.98"
09/02/2023,"15,523.42"
08/02/2023,"15,412.05"
07/02/2023,"15,320.88"
06/02/2023,"15,345.91"
03/02/2023,"15,476.43"
02/02/2023,"15,509.19"
01/02/2023,"15,180.74"
31/01/2023,"15,128.27"
30/01/2023,"15,126.08"
27/01/2023,"15,150.03"
26/01/2023,"15,132.85"
25/01/2023,"15,081.64"
24/01/2023,"15,093.11"
23/01/2023,"15,102.95"
20/01/2023,"15,033.56"
19/01/2023,"14,920.36"
18/01/2023,"15,181.80"
17/01/2023,"15,187.07"
16/01/2023,"15,134.04"
13/01/2023,"15,086.52"
12/01/2023,"15,058.30"
11/01/2023,"14,947.91"
10/01/2023,"14,774.60"
09/01/2023,"14,792.83"
06/01/2023,"14,610.02"
05/01/2023,"14,436.31"
04/01/2023,"14,490.78"
03/01/2023,"14,181.67"
02/01/2023,"14,069.26"
30/12/2022,"13,923.59"
29/12/2022,"14,071.72"
28/12/2022,"13,925.60"
27/12/2022,"13,995.10"
23/12/2022,"13,940.93"
22/12/2022,"13,914.07"
21/12/2022,"14,097.82"
20/12/2022,"13,884.66"
19/12/2022,"13,942.87"
16/12/2022,"13,893.07"
15/12/2022,"13,986.23"
14/12/2022,"14,460.20"
13/12/2022,"14,497.89"
